ANNÉE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIRÉE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;6EME PROJET;6EME DATE;6EME SALLE;6EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE
2006;28èmes Rencontres Trans Musicales de Rennes;Peter Von Poehl;;Création;2006-12-06;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2006-12-07;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2006-12-08;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2006-12-09;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;Suède;;;;;;;;;2006.0
2005;27èmes Rencontres Trans Musicales de Rennes;MV Bill;;;2005-12-08;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Brésil;;;;Rio de Janeiro;;;;;1998.0
2005;27èmes Rencontres Trans Musicales de Rennes;"Soil & ""Pimp"" Sessions";;;2005-12-08;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Japon;;;;;;;;2001;2004.0
2005;Trans en Chine;Big Buddha;;Les Trans à l'Export;2005-06-18;Chaoyang Park;Pékin;;2005-06-18;Lounge du Tango;Pékin;;2005-06-19;Chaoyang Park;Pékin;;;;;;;;;;;;;France;;;;Marseille;;;;;
2005;Trans en Chine;Bobby Hardcore Liberace;;Les Trans à l'Export;2005-06-19;Hall du Tango;Pékin;;2005-06-18;Lounge du Tango;Pékin;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1999;2003.0
2004;26èmes Rencontres Trans Musicales de Rennes;DJ Aï;;;2004-12-04;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1997;2004.0
2004;26èmes Rencontres Trans Musicales de Rennes;Modey Lemon;;;2004-12-04;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Pittsburgh;;;;1999;2002.0
2003;25èmes Rencontres Trans Musicales de Rennes;Bauchklang;;;2003-12-04;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Autriche;;;;;;;;1996;2001.0
2003;25èmes Rencontres Trans Musicales de Rennes;Eva Gardner;;;2003-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;
2002;24èmes Rencontres Trans Musicales de Rennes;DJ Flow & MC Youthman;;;2002-12-07;Village;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;2003.0
2002;24èmes Rencontres Trans Musicales de Rennes;Volta & Fx 909;;;2002-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;2001.0
2002;Trans au Cargo;Daniel Waro;;Les Trans à l'Export;2002-06-14;Le Cargö;Neufchâtel;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1975;1995.0
2002;Trans au Cargo;DJ Spooky;;Les Trans à l'Export;2002-06-14;Le Cargö;Neufchâtel;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1996;1996.0
2001;23èmes Rencontres Trans Musicales de Rennes;Gotan Project;;;2001-11-30;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1999;2000.0
2001;23èmes Rencontres Trans Musicales de Rennes;Overhead;;;2001-12-01;Antipode;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;2002.0
2001;23èmes Rencontres Trans Musicales de Rennes;Röyksopp;;;2001-11-29;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Norvège;;;;;;;;1998;1999.0
2001;23èmes Rencontres Trans Musicales de Rennes;The Dirtbombs;;;2001-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Detroit;;;;1992;
2001;23èmes Rencontres Trans Musicales de Rennes;Wagner Pa;;;2001-11-28;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Brésil;Espagne;;;Barcelone;;;;;2000.0
2000;22èmes Rencontres Trans Musicales de Rennes;Dubitators & GSM;;;2000-12-02;Village;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Général Alcazar;;;2000-11-29;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Sète;;;;;1992.0
2000;22èmes Rencontres Trans Musicales de Rennes;Goldfrapp;;;2000-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Bath;;;;1999;2000.0
2000;22èmes Rencontres Trans Musicales de Rennes;Groove Terminator;;;2000-11-30;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Australie;;;;;;;;;1992.0
2000;22èmes Rencontres Trans Musicales de Rennes;Norman Spinrad & Richard Pinhas;;;2000-12-02;Antipode;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;France;;;New York City;Paris;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Percubaba;;;2000-11-30;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1997;1999.0
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Scissorkicks;;;1999-12-04;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Buckinghamshire;;;;;1993 (avec Collapsed Lung)
1998;20èmes Rencontres Trans Musicales de Rennes;Fatboy Slim;;;1998-12-05;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;1981;1995.0
1998;20èmes Rencontres Trans Musicales de Rennes;Johnny Dowd;;;1998-12-04;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1981;1997.0
1998;20èmes Rencontres Trans Musicales de Rennes;Princess Superstar;;;1998-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1994;1994.0
1998;20èmes Rencontres Trans Musicales de Rennes;Stacey Pullen;;;1998-12-05;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Detroit;;;;1990;1993.0
1998;20èmes Rencontres Trans Musicales de Rennes;The Scratch Perverts & Second to None;;;1998-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1996;1998.0
1997;19èmes Rencontres Trans Musicales de Rennes;Bly;;Quartiers en Trans;1997-12-04;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Lens;;;;;1998.0
1997;19èmes Rencontres Trans Musicales de Rennes;Depth Charge;;;1997-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1989.0
1997;19èmes Rencontres Trans Musicales de Rennes;DJ Funk;Soirée Planète;;1997-12-06;Parc des Expositions - L'Atelier;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Chicago;;;;;1994.0
1997;19èmes Rencontres Trans Musicales de Rennes;Hometown Dj Posse;Soirée Planète;;1997-12-06;Parc des Expositions - L'Atelier;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;
1996;18èmes Rencontres Trans Musicales de Rennes;Cubist Blues (Alan Vega / Alex Chilton / Ben Vaughn Combo);;;1996-12-07;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;;1981.0
1996;18èmes Rencontres Trans Musicales de Rennes;Paul Johnson;Soirée Planète;;1996-12-07;Parc des Expositions - Techno Hall;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Chicago;;;;1985;1992.0
1992;14èmes Rencontres Trans Musicales de Rennes;The Orb;Rave Ô Trans;;1992-12-05;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1989;1989.0
1991;13èmes Rencontres Trans Musicales de Rennes;Dazibao;;;1991-12-05;Le Satori;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1983;1984.0
1991;13èmes Rencontres Trans Musicales de Rennes;Dirty District;;;1991-12-06;Le Satori;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Sèvres;;;;1985;1989.0
1990;12èmes Rencontres Trans Musicales de Rennes;Lunachicks;;;1990-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1987;1989.0
1989;11èmes Rencontres Trans Musicales de Rennes;Foreign Affair;;;1989-12-07;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Israël;;;;Tel Aviv;;;;;1989.0
1988;10èmes Rencontres Trans Musicales de Rennes;La Mano Negra;;;1988-12-02;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1987;1987.0
1988;10èmes Rencontres Trans Musicales de Rennes;Les Enfants Terribles;;Apéro'Trans;1988-12-01;Le Piccadilly;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Tours;;;;1985;
1988;10èmes Rencontres Trans Musicales de Rennes;Michelle Shocked;;;1988-12-02;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Dallas;;;;1984;1986.0
1988;10èmes Rencontres Trans Musicales de Rennes;Stephan Eicher;Soirée 10ème Anniversaire;;1988-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Suisse;;;;Münchenbuchsee;;;;1979;1980.0
1988;10èmes Rencontres Trans Musicales de Rennes;The Sugarcubes;;;1988-12-04;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;Islande;;;;Reykjavik;;;;1986;1988.0
1987;9èmes Rencontres Trans Musicales de Rennes;Blues'N'Trouble;;;1987-12-09;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1980;1985.0
1986;8èmes Rencontres Trans Musicales de Rennes;The Mighty Lemon Drops;;;1986-12-13;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Wolverhampton;;;;1985;1985.0
1985;7èmes Rencontres Trans Musicales de Rennes;Les Bandits;;;1985-12-17;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Nice;;;;1981;1984.0
1981;3èmes Rencontres Trans Musicales de Rennes;Opposition;;;1981-12-18;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1979;
1979;1ères  Rencontres Trans Musicales de Rennes;Koukou Maman;;;1979-06-15;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1996;18èmes Rencontres Trans Musicales de Rennes;Spicy Box;;Quartiers en Trans;1996-12-05;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Tours;;;;1993;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;Daft Punk;;;1995-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Versailles;;;;1993;1994.0
1995;17èmes Rencontres Trans Musicales de Rennes;David Peel & The Lower East Side;;;1995-12-01;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1968;
1995;17èmes Rencontres Trans Musicales de Rennes;Kickback;;Quartiers en Trans;1995-11-29;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1991;1992.0
1995;17èmes Rencontres Trans Musicales de Rennes;Lady B;;;1995-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Cannes;;;;1989;1994.0
1995;17èmes Rencontres Trans Musicales de Rennes;Oktopus;;;1995-11-30;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1995;17èmes Rencontres Trans Musicales de Rennes;Radio Tarifa;;;1995-11-30;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Espagne;;;;Madrid;;;;1990;1996.0
1995;17èmes Rencontres Trans Musicales de Rennes;Sugar Ray;;;1995-12-01;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Newport Beach;;;;1992;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;The Psychonauts;Mo Wax presents Headz;;1995-11-29;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1998.0
1994;16èmes Rencontres Trans Musicales de Rennes;Mau Mau;;;1994-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Italie;;;;Turin;;;;1990;1992.0
1993;15èmes Rencontres Trans Musicales de Rennes;DJ Erik Rug;Rave Ô Trans II;;1993-12-04;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1989;1994.0
1993;15èmes Rencontres Trans Musicales de Rennes;Rainer;;;1993-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Tucson;;;;Début 1970's;1989.0
1992;14èmes Rencontres Trans Musicales de Rennes;Cell;La grande nuit des grandes guitares;;1992-12-04;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1990;1992.0
1992;14èmes Rencontres Trans Musicales de Rennes;DJ Pascal R;Rave Ô Trans;;1992-12-05;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1981;1992.0
2014;36èmes Rencontres Trans Musicales de Rennes;The Slow Sliders;;Tournée des Trans;2014-11-15;La Carène;Brest;Tournée des Trans;2014-11-20;Stereolux;Nantes;Focus;2014-11-06;L'Étage;Rennes;;;;;;;;;;;;;France;;;;Brest;;;;2010;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;New Jackson;;;2014-12-04;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Irlande;;;;Dublin;;;;2010 / 2000 sous le nom David Kitt;2011.0
2014;36èmes Rencontres Trans Musicales de Rennes;N'To;;;2014-12-05;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;2009;2008.0
2014;36èmes Rencontres Trans Musicales de Rennes;Compact Disk Dummies;;;2014-12-05;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Belgique;;;;Desselgem;;;;2010;2012.0
2014;36èmes Rencontres Trans Musicales de Rennes;A-Wa;;;2014-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Yémen;Israël;;;;;;;2013;2014.0
2016;38èmes Rencontres Trans Musicales de Rennes;DJ Yende;;;2016-12-03;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Belgique;Côte d'Ivoire;;;Abidjan;;;;Première moitié des années 1990;
2016;38èmes Rencontres Trans Musicales de Rennes;MaRRius;;One More !;2016-12-15;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2015 (2013 dans le groupe Shakers & Shades);
2016;38èmes Rencontres Trans Musicales de Rennes;MUSHXXX;;;2016-12-02;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Corée du Sud;;;;Séoul;;;;2012;
2014;36èmes Rencontres Trans Musicales de Rennes;Jeanne Added;;Création;2014-12-03;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2014-12-04;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2014-12-05;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2014-12-06;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2014-12-07;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;France;;;;Paris;;;;2011 en solo / 2002 avec différentes formations;2011.0
2018;40èmes Rencontres Trans Musicales de Rennes;Raph Dumas VS DJ Haze;;;2018-12-06;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Perpignan;;;;2018;
2017;39èmes Rencontres Trans Musicales de Rennes;Dynamic Blockbuster;;;2017-12-09;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2016;
2017;39èmes Rencontres Trans Musicales de Rennes;Duke Hugh;;;2017-12-08;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Pays-Bas;;;;Groningen;;;;2010;
2018;40èmes Rencontres Trans Musicales de Rennes;Disiz La Peste;;;2018-12-06;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Évry;;;;1995;
2018;40èmes Rencontres Trans Musicales de Rennes;Saodaj';;;2018-12-08;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France (Réunion);;;;;;;;2011;
2006;28èmes Rencontres Trans Musicales de Rennes;Montevideo;;Tournée des Trans;2006-11-15;Le Chabada;Angers;Tournée des Trans;2006-11-18;L'Omnibus;Saint-Malo;Tournée des Trans;2006-11-23;Ubu;Rennes;;2006-12-07;Parc des Expositions - Hall 4;Bruz;;;;;;;;;Belgique;;;;Bruxelles;;;;2003;2006.0
2006;28èmes Rencontres Trans Musicales de Rennes;David Krakauer & Socalled;;;2006-12-09;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1985;1988.0
2002;24èmes Rencontres Trans Musicales de Rennes;Fermin Muguruza;;;2002-12-05;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Espagne;;;;;;;;1984;1985.0
2007;29èmes Rencontres Trans Musicales de Rennes;Tunng with Buck 65 & Serafina Steer;;Création;2007-12-05;L'Aire Libre;Saint-Jacques-de-la-Lande;;2007-12-06;L'Aire Libre;Saint-Jacques-de-la-Lande;;2008-12-07;L'Aire Libre;Saint-Jacques-de-la-Lande;;2007-12-08;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;Royaume-Uni;Canada;;;Londres;Mount Uniacke;;;2003;2004.0
2007;29èmes Rencontres Trans Musicales de Rennes;Pony Pony Run Run;;Tournée des Trans;2007-11-08;La Carène;Brest;Kaléidoscope;2007-11-30;L'Omnibus;Saint-Malo;Focus;2007-12-06;Le 4 Bis;Rennes;;;;;;;;;;;;;France;;;;;;;;2005;2007.0
2007;29èmes Rencontres Trans Musicales de Rennes;The Vienna Vegetable Orchestra;;;2007-12-08;Antipode;Rennes;;;;;;;;;;;;;;;;;;;;;Autriche;;;;;;;;1998;1999.0
2006;28èmes Rencontres Trans Musicales de Rennes;Babar Luck;;;2006-12-09;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2005;
2005;27èmes Rencontres Trans Musicales de Rennes;Wax Tailor;;Kaléidoscope;2005-11-20;Salle municipale;Bazouges-la-Pérouse;Kaléidoscope;2005-12-02;L'Omnibus;Saint-Malo;;2005-12-10;Village;Rennes;;;;;;;;;;;;;France;;;;Vernon;;;;2002;2004.0
2004;26èmes Rencontres Trans Musicales de Rennes;Goldie Lookin' Chain;;;2004-12-04;Parc des Expositions - Hall 5;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Newport;;;;2001;2002.0
2005;27èmes Rencontres Trans Musicales de Rennes;Rufus Harley;;;2005-12-09;Parc des Expositions - Hall 5;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Philadelphie;;;;1963;1966.0
2004;26èmes Rencontres Trans Musicales de Rennes;Dizzee Rascal;;;2004-12-02;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2000;2002.0
2005;27èmes Rencontres Trans Musicales de Rennes;Birdy Nam Nam;;;2005-12-10;Parc des Expositions - Hall 5;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2002;2004.0
2005;27èmes Rencontres Trans Musicales de Rennes;Joakim;;;2005-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1999;2002.0
2003;25èmes Rencontres Trans Musicales de Rennes;Pauline Croze;;;2003-11-24;Triptyque;Paris;;2003-12-05;La Cité;Rennes;;2003-12-06;Ubu;Rennes;;;;;;;;;;;;;France;;;;;;;;2001;2004.0
2004;26èmes Rencontres Trans Musicales de Rennes;Trachtenburg Family Slideshow Players;;;2004-12-02;Parc des Expositions - Hall 5;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;2000;2001.0
2004;26èmes Rencontres Trans Musicales de Rennes;Redrama;;;2004-12-04;Parc des Expositions - Hall 5;Bruz;;;;;;;;;;;;;;;;;;;;;Finlande;;;;Helsinki;;;;2001;2001.0
2003;25èmes Rencontres Trans Musicales de Rennes;Alexander Kowalski;;;2003-12-06;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;Berlin;;;;1997;1999.0
2003;25èmes Rencontres Trans Musicales de Rennes;Aï;;;2003-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1997;2004.0
1999;21èmes Rencontres Trans Musicales de Rennes;The Egg;;;1999-12-04;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Oxford;;;;Début 1990's;1995.0
1999;21èmes Rencontres Trans Musicales de Rennes;The Beat Junkies (feat. J-Rocc & Babu);;;1999-12-04;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Orange County;;;;1992;
1998;20èmes Rencontres Trans Musicales de Rennes;Delakota;;;1998-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;;;;;1997;1998.0
2003;25èmes Rencontres Trans Musicales de Rennes;The Orchestra;;;2003-12-06;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1999.0
2003;25èmes Rencontres Trans Musicales de Rennes;Young Drills;;;2003-12-05;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Russie;;;;;;;;;
2002;Trans au Cargo;Old Skool Nemo;;Les Trans à l'Export;2002-06-14;Le Cargö;Neufchâtel;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;Rennes;;;;1999.0
2000;22èmes Rencontres Trans Musicales de Rennes;Amon Tobin;;;2000-12-02;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Brésil;;;;;;;;1994;1995.0
1999;21èmes Rencontres Trans Musicales de Rennes;Badly Drawn Boy;;;1999-12-04;Antipode;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;1995;1995.0
1999;21èmes Rencontres Trans Musicales de Rennes;Le Hammond Inferno;;;1999-12-02;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;1993;1997.0
1999;21èmes Rencontres Trans Musicales de Rennes;April March;;;1999-12-04;Antipode;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1994;
1997;19èmes Rencontres Trans Musicales de Rennes;Boat People Superstar;;Quartiers en Trans;1997-12-05;Maison de Quartier Villejean;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;Nantes;;;;
1998;20èmes Rencontres Trans Musicales de Rennes;Godspeed You! Black Emperor;;;1998-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Canada;;;;Montréal;;;;1994;1994.0
1997;19èmes Rencontres Trans Musicales de Rennes;Acid Brass;;;1997-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1997.0
1996;18èmes Rencontres Trans Musicales de Rennes;Busta Flex;;Quartiers en Trans;1996-12-07;La Bellangerais;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1994;1995.0
1996;18èmes Rencontres Trans Musicales de Rennes;Cj Bolland;Soirée Planète;;1996-12-07;Parc des Expositions - Techno Hall;Bruz;;;;;;;;;;;;;;;;;;;;;Belgique;;;;;;;;;1990.0
1996;18èmes Rencontres Trans Musicales de Rennes;DJ Crabbe;Soirée Zone France;;1996-12-06;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1987;
1996;18èmes Rencontres Trans Musicales de Rennes;DJ Geoffroy;Soirée Free Zone;;1996-12-05;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;Belgique;;;;;;;;1991;1996.0
1996;18èmes Rencontres Trans Musicales de Rennes;Sneaker Pimps;;;1996-12-06;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Reading;;;;1995;1996.0
1996;18èmes Rencontres Trans Musicales de Rennes;Rom;Soirée Zone France;;1996-12-06;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Nantes;;;;;
2012;34èmes Rencontres Trans Musicales de Rennes;Rachid Taha Zoom Project;;;2012-12-07;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Algérie;France;;;;;;;;1990.0
2010;Trans en Russie;Success;;Les Trans à l'Export;2010-05-27;Kinap - Red Hall;Samara;Les Trans à l'Export;2010-05-28;Lenexpo;Saint-Pétersbourg;Les Trans à l'Export;2010-05-29;Arena 09;Moscou;;;;;;;;;;;;;France;;;;Rennes;;;;;
2010;Trans en Russie;Yuksek;;Les Trans à l'Export;2010-05-28;Lenexpo;Saint-Pétersbourg;Les Trans à l'Export;2010-05-29;Arena 09;Moscou;;;;;;;;;;;;;;;;;France;;;;Reims;;;;;
2010;Trans à Brno;Success;;Les Trans à l'Export;2010-03-26;Fleda;Brno;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2009;31èmes Rencontres Trans Musicales de Rennes;DJ Haze;;;2009-12-05;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
2012;34èmes Rencontres Trans Musicales de Rennes;The Octopus;;Focus;2012-12-08;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Douarnenez;;;;2009;2011.0
2012;34èmes Rencontres Trans Musicales de Rennes;Team Ghost;;;2012-12-06;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2007;2010.0
2011;33èmes Rencontres Trans Musicales de Rennes;Orchestra Of Spheres;;Conférence-concert du Jeu de l'ouïe;2011-12-01;Les Champs Libres;Rennes;;2011-12-02;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Nouvelle-Zélande;;;;Wellington;;;;2009;2010.0
2011;33èmes Rencontres Trans Musicales de Rennes;Cardopusher;;;2011-12-03;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Venezuela;Espagne;;;;Barcelone;;;2005;2005.0
2011;33èmes Rencontres Trans Musicales de Rennes;Colin Stetson;;;2011-12-03;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Canada;;;;Montréal;;;;1994;2008.0
2011;33èmes Rencontres Trans Musicales de Rennes;Magnifico;;;2011-12-01;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Slovénie;;;;Ljubljana;;;;1993;1993.0
2011;33èmes Rencontres Trans Musicales de Rennes;Fukkk Offf;;;2011-12-03;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;2006;2007.0
